performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling10,degree_centrality_firstsong_rolling10,degree_centrality_top10_cumulative,degree_centrality_firstsong_cumulative,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling10,closeness_centrality_firstsong_rolling10,closeness_centrality_top10_cumulative,closeness_centrality_firstsong_cumulative,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling10,harmonic_closeness_centrality_firstsong_rolling10,harmonic_closeness_centrality_top10_cumulative,harmonic_closeness_centrality_firstsong_cumulative,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling10,betweenness_centrality_firstsong_rolling10,betweenness_centrality_top10_cumulative,betweenness_centrality_firstsong_cumulative,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling10,eigenvector_centrality_firstsong_rolling10,eigenvector_centrality_top10_cumulative,eigenvector_centrality_firstsong_cumulative
a'me lorain,A'me Lorain,1990.0,1990.0,,,1990-1990,1,2,0,0,0,1,0,1,0,1,0,"Whole Wide World (From ""True Love"")",9,"Whole Wide World (From ""True Love"")",9,20,26,,0,,0,0,0,,,1990.0,1990.0,1990.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,183873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-ha,a-ha,1985.0,1987.0,1985.0,1988.0,1985-1988,4,3,3,1,0,1,0,2,1,3,1,Take On Me,1,Take On Me,1,27,54,Hunting High And Low,15,Hunting High And Low,15,47,73,"new wave, pop, norwegian, synth-pop, dance-pop, synthpop, euro-dance, sophisti-pop, 1980s, 1990s","new wave, pop, synth-pop, dance-pop, sophisti-pop",1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,,,"Island, Polydor, Rhino",,,,True,False,True,0.0,,0.0,True,False,False,False,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaliyah,Aaliyah,1994.0,2013.0,1994.0,2021.0,1994-2021,11,15,5,1,1,5,3,8,4,12,5,Try Again,1,Back & Forth,5,24,289,Aaliyah,1,Age Ain't Nothing But A Number,18,37,202,"pop, contemporary r&b, pop soul, r&b, hip hop, neo soul, 2000s, soul, 1990s, rock","pop, contemporary r&b, pop soul, r&b, hip hop, neo soul, soul, rock",1994.0,1994.0,1994.0,2000.0,1994.0,1994.0,1996.0,2001.0,"Blackground Enterprises, Jive, Atlantic, Blackground Entertainment","r&b, contemporary r&b, soul, pop, hip hop",r&b,"r&b, contemporary r&b, soul, pop, hip hop",True,False,True,0.0,2.0,0.0,False,False,True,True,1585341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaron neville,Aaron Neville,1966.0,1995.0,1991.0,2013.0,1966-2013,9,6,8,0,0,2,0,2,0,2,5,Tell It Like It Is,2,Tell It Like It Is,2,14,64,Aaron Neville's Soulful Christmas,36,Warm Your Heart,44,41,142,"pop, jazz, country, soul, 1980s, 1990s, 2000s, adult contemporary, gospel, deep soul","pop, jazz, country, soul, gospel, deep soul",1966.0,1966.0,1966.0,,1991.0,,,,"Castle Communications, Curb Records, Dance Plant Records",,,,True,False,True,0.0,,0.0,False,False,True,False,2821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abba,ABBA,1974.0,1982.0,1974.0,2021.0,1974-2021,13,20,14,1,0,4,1,10,5,15,9,Dancing Queen,1,Waterloo,6,17,261,Voyage,2,Waterloo,145,8,701,"heavy metal, hard rock, pop, disco, metal, traditional doom metal, proto doom, doom metal, europop, black metal","heavy metal, hard rock, pop, disco, metal, traditional doom metal, doom metal, europop, black metal",1974.0,1974.0,1974.0,1976.0,1974.0,1977.0,2021.0,,"Atlantic, Epic, Old Gold, 737 Productions, ABC Music, AMIGA, BMG Direct Marketing, Inc., Castle Classics, Artone, Dig It International, Polar, Astoria Records, Atlantic Oldies Series, Almighty Records, Chronicles, Polar Music International AB, UTV Records, Capitol Records, DHX Music, Enjoy the Toons Records",,,,True,False,True,0.0,47.0,0.0,False,True,True,False,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc,ABC,1982.0,1987.0,1982.0,1987.0,1982-1987,6,7,4,0,0,2,0,4,0,5,3,When Smokey Sings,5,The Look Of Love (Part One),18,25,102,The Lexicon Of Love,24,The Lexicon Of Love,24,39,119,"new romantic, pop, new wave, sophisti-pop, vocalist, vocals, lyricist, hello project related, femaleartst, synthpop","new romantic, pop, new wave, sophisti-pop",1982.0,1982.0,1985.0,,1982.0,,,,"Mercury Records, Neutron Records, Spectrum Music, PolyGram Records, Inc.",,,,False,False,False,3.0,,3.0,False,False,True,False,2653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,Ace,1975.0,1975.0,1975.0,1977.0,1975-1977,2,2,3,0,0,1,0,1,1,1,1,How Long,3,How Long,3,16,20,Five-A-Side (An Ace Album),11,Five-A-Side (An Ace Album),11,22,30,"alternative rock, electro swing, pop, alternative rock, europop, eurodance, punk rock, noise rock, atmospheric black metal, post-punk","alternative rock, electro swing, pop, alternative rock, europop, eurodance, punk rock, noise rock, atmospheric black metal, post-punk",1975.0,1975.0,1975.0,,1975.0,1975.0,,,"Anchor Records, Cherry Red Records, Epic",,,,True,False,True,0.0,,0.0,True,False,False,False,2740540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace of base,Ace Of Base,1993.0,1998.0,1993.0,1998.0,1993-1998,5,8,3,1,1,4,1,6,1,7,2,The Sign,1,All That She Wants,2,36,190,The Sign,1,The Sign,1,102,141,"pop, europop, eurodance, reggae, techno, synth-pop, 1990s, dance-pop, hi-nrg, euro house","pop, europop, eurodance, reggae, techno, synth-pop, dance-pop, hi-nrg, euro house",1993.0,1993.0,1993.0,1994.0,1993.0,1993.0,1993.0,1993.0,"Arista, Barclay, Edsel Records, BMG, BMG Direct Marketing, Inc.",,,,True,True,True,0.0,0.0,0.0,False,True,True,False,11214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam clayton,Adam Clayton,1996.0,1996.0,,,1996-1996,1,1,0,0,0,1,0,1,0,1,0,"Theme From Mission: Impossible (From ""Mission: Impossible"")",7,"Theme From Mission: Impossible (From ""Mission: Impossible"")",7,20,20,,0,,0,0,0,"post-punk, college rock, soundtracks, pop/rock, alternative/indie rock, alternative pop/rock, contemporary pop/rock, dance-rock, stage & screen, spy music","post-punk, dance-rock",1996.0,1996.0,1996.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,237821.0,0.0012953367875647,0.0012953367875647,0.0002551020408163,0.0002551020408163,0.0001471237310578,0.0001471237310578,0.0012953367875647,0.0012953367875647,0.0002551020408163,0.0002551020408163,0.0001471237310578,0.0001471237310578,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.490208640770585e-28,4.490208640770585e-28,2.507286446063481e-57,2.507286446063481e-57,6.470254895242194e-61,6.470254895242194e-61
adam lambert,Adam Lambert,2009.0,2015.0,2009.0,2023.0,2009-2023,7,10,9,0,1,1,3,2,3,4,4,Whataya Want From Me,10,Mad World,19,3,78,Trespassing,1,For Your Entertainment,3,50,84,"pop, dance-pop, rock and roll, operatic pop, queer, pop soul, electronic rock, rock, hard rock, glam rock","pop, dance-pop, rock and roll, operatic pop, pop soul, electronic rock, rock, hard rock, glam rock",2009.0,2009.0,2010.0,,2009.0,2009.0,2009.0,2012.0,"RCA, 19 Recordings, Sony Music Japan International Inc., Sony Music, Sony Music Entertainment, RuffTown Records, Warner Bros. Records, More is More, LLC",,,"pop, rock, dance-pop, teen pop, jazz",False,True,True,1.0,0.0,0.0,True,False,False,True,627661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam levine,Adam Levine,2005.0,2021.0,,,2005-2021,8,13,0,0,0,2,0,2,0,5,0,Stereo Hearts,4,Heard 'Em Say,26,16,96,,0,,0,0,0,"pop, funk rock, 2010s, neo soul, adam levine, soft rock, pop rock, blue-eyed soul, soul, rock","pop, funk rock, neo soul, soft rock, pop rock, blue-eyed soul, soul, rock",2005.0,2011.0,2011.0,,,,,,Fueled by Ramen,,,,False,False,False,6.0,,6.0,False,False,True,False,2872763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam wade,Adam Wade,1960.0,1965.0,,,1960-1965,3,11,0,0,0,3,0,3,0,3,0,The Writing On The Wall,5,Ruby,58,8,78,,0,,0,0,0,"funk, soul","funk, soul",1960.0,1961.0,1961.0,,,,,,Coed,,,pop,False,False,False,1.0,,1.0,False,False,True,False,156553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adassa,Adassa,2022.0,2022.0,,,2022-2022,1,2,0,1,0,1,0,1,0,1,0,We Don't Talk About Bruno,1,We Don't Talk About Bruno,1,20,27,,0,,0,0,0,"latin, reggaeton, latin urban","latin, reggaeton",2022.0,2022.0,2022.0,2022.0,,,,,BYU Records,,,,True,False,True,0.0,,0.0,True,False,False,False,1367206.0,0.0019896538002387,0.0019896538002387,0.0005656108597285,0.0005656108597285,0.0003054634316634,0.0003054634316634,0.0032023951641938,0.0032023951641938,0.1670419481531514,0.1670419481531514,0.1734263158757974,0.1734263158757974,9.0,9.0,2268.145093795144,2268.145093795144,4302.6715136163375,4302.6715136163375,0.0,0.0,0.0035544690015866,0.0035544690015866,0.0011926333200627,0.0011926333200627,4.719456004179887e-08,4.719456004179887e-08,0.0016220915513385,0.0016220915513385,8.031324704821699e-06,8.031324704821699e-06
adele,Adele,2008.0,2021.0,2008.0,2021.0,2008-2021,8,25,6,5,3,8,4,11,4,19,5,Rolling In The Deep,1,Chasing Pavements,21,7,361,21,1,19,4,222,1134,"pop, soul, pop soul, blue-eyed soul, jazz, neo soul, vocal jazz, blues-pop, 2010s, r&b","pop, soul, pop soul, blue-eyed soul, jazz, neo soul, vocal jazz, r&b",2008.0,2010.0,2010.0,2010.0,2008.0,2008.0,2008.0,2011.0,"Various Production, XL Recordings, Columbia, High Note Records, Sony Music, Beggars Group, Beggars Japan",,,,False,True,True,2.0,0.0,0.0,False,False,True,True,343673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adina howard,Adina Howard,1995.0,2004.0,1995.0,1995.0,1995-2004,4,5,1,0,0,1,0,1,0,2,1,Freak Like Me,2,Freak Like Me,2,30,76,Do You Wanna Ride?,39,Do You Wanna Ride?,39,26,26,"2000s, neo soul, hip hop soul, r&b, contemporary r&b","neo soul, hip hop soul, r&b, contemporary r&b",1995.0,1995.0,1995.0,,1995.0,,,,"EastWest, EastWest Records America, Mecca Don Records",,,,True,False,True,0.0,,0.0,True,False,False,False,16280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosmith,Aerosmith,1973.0,2001.0,1973.0,2025.0,1973-2025,30,28,32,1,2,8,10,13,16,23,24,I Don't Want To Miss A Thing,1,Dream On,6,29,429,Get A Grip,1,Aerosmith,21,59,1287,"hard rock, blues rock, rock, classic rock, glam metal, aor, arena rock, rock and roll","hard rock, blues rock, rock, classic rock, glam metal, aor, arena rock, rock and roll",1973.0,1973.0,1973.0,1998.0,1973.0,1975.0,1976.0,1993.0,"Collectables, Columbia, Aerosmith P&D – Geffen, Aerosmith P&D – Sony, Anglo Atlantic, CBS, CBS/Sony",,,,True,False,True,0.0,3.0,0.0,False,False,True,True,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afrojack,Afrojack,2011.0,2015.0,2014.0,2014.0,2011-2015,4,4,1,0,0,1,0,1,0,2,1,Hey Mama,8,Take Over Control,41,20,48,Forget The World,32,Forget The World,32,1,1,"house, dutch house, electro house, big room house, progressive house, electronic, big room, 2010s, dance-pop","house, dutch house, electro house, big room house, progressive house, electronic, dance-pop",2011.0,,,,2014.0,,,,,,,,False,False,False,,,,True,False,False,False,549575.0,,0.0072992700729927,,0.0027673775028487,,0.0013365830647063,,0.0450629394489599,,0.1032342899834897,,0.1370718271427186,,70.47976190476204,,734.3859917859992,,1872.1380591631823,,0.0042380122918444,,0.0017440952714869,,0.0029432661032986,,0.0537544125216226,,1.1035697403153877e-06,,1.98073742672259e-06
after 7,After 7,1989.0,1995.0,1989.0,2016.0,1989-2016,8,8,5,0,0,2,0,3,0,6,2,Can't Stop,6,Heat Of The Moment,19,30,150,After 7,35,After 7,35,72,134,"quiet storm, new jack swing, pop soul, contemporary r&b","quiet storm, new jack swing, pop soul, contemporary r&b",1989.0,1989.0,1990.0,,1989.0,,,,Virgin,,,,False,False,False,1.0,,1.0,False,False,True,False,79833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after the fire,After The Fire,1983.0,1983.0,1983.0,1983.0,1983-1983,1,2,1,0,0,1,0,1,0,1,1,Der Kommissar,5,Der Kommissar,5,21,24,Atf,25,Atf,25,20,20,"british, new wave, uk, 1980s, 2000s, alternative pop, alternative dance, new romantic, english, progressive pop","new wave, alternative pop, alternative dance, new romantic, progressive pop",1983.0,1983.0,1983.0,,1983.0,,,,"CBS, Collectables, Columbia",,,,True,False,True,0.0,,0.0,True,False,False,False,2482657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air supply,Air Supply,1980.0,1986.0,1980.0,2003.0,1980-2003,7,13,7,1,0,8,2,9,2,11,5,The One That You Love,1,All Out Of Love,2,27,226,Greatest Hits,7,Lost In Love,22,104,261,"soft rock, adult contemporary, contemporary pop/rock, ballad, pop, 1970s, pop rock, 1990s, easy listening, classic rock","soft rock, ballad, pop, pop rock, easy listening, classic rock",1980.0,1980.0,1980.0,1981.0,1980.0,1981.0,1981.0,,"Arista, Big Time Phonograph Recording Co., Legacy, Big Time Records, Cherry Red Records","soft rock, pop, rock, pop rock, classic rock",,"soft rock, pop, rock, pop rock, classic rock",True,False,True,0.0,1.0,0.0,False,False,True,True,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajr,AJR,2014.0,2022.0,2017.0,2023.0,2014-2023,8,6,5,0,0,1,2,1,2,1,3,Bang!,8,I'm Ready,65,11,76,Neotheater,8,The Click,61,45,73,"indie pop, pop, 2010s, alternative pop, alternative metal, latin pop, latin, alternative rock, progressive rock, progressive metal","indie pop, pop, alternative pop, alternative metal, latin pop, latin, alternative rock, progressive rock, progressive metal",2014.0,2020.0,2020.0,,2017.0,2019.0,2019.0,,"BMG Rights Management (US) LLC, AJR Productions, Black Butter Records, Liberator Music, BMG",electronic,,"pop, indie pop",False,False,False,6.0,2.0,5.0,True,False,False,True,2998051.0,0.0003554923569143,,9.100837277029486e-05,,4.848484848484849e-05,,0.0003554923569143,,9.100837277029486e-05,,4.848484848484849e-05,,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,9.259819147285824e-65,,4.6320942048799445e-35,,1.0458401642435139e-76,
akon,Akon,2004.0,2013.0,2004.0,2008.0,2004-2013,10,35,3,2,0,13,2,17,3,27,3,I Wanna Love You,1,Locked Up,8,27,623,Konvicted,2,Trouble,18,72,178,"hip hop, r&b, contemporary r&b, composer, jazz, electronic, eurodance, electronic, pop, techno","hip hop, r&b, contemporary r&b, jazz, electronic, eurodance, electronic, pop, techno",2004.0,2004.0,2004.0,2006.0,2004.0,2004.0,2006.0,,"Konvict Kulture, Street Records Corporation, Universal, BMG Direct Marketing, Inc., Island Records Group, SRC Records",,,,True,False,True,0.0,2.0,0.0,False,False,True,True,163726.0,0.0012562814070351,0.0012562814070351,0.0001992825827022,0.0001992825827022,0.0001049868766404,0.0001049868766404,0.0034896705750977,0.0034896705750977,0.000850272352863,0.000850272352863,0.0004479440069991,0.0004479440069991,3.0,3.0,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,7.574525328449216e-16,7.574525328449216e-16,1.0382460946794737e-52,1.0382460946794737e-52,2.381085917449963e-55,2.381085917449963e-55
al (he's the king) hirt,Al (He's the King) Hirt,1964.0,1965.0,,,1964-1965,2,5,0,0,0,1,0,1,0,3,0,Java,4,Java,4,16,42,,0,,0,0,0,,,1964.0,1964.0,1964.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al b. sure!,Al B. Sure!,1988.0,1992.0,1988.0,2009.0,1988-2009,4,5,4,0,0,1,0,1,2,4,3,Nite And Day,7,Nite And Day,7,21,78,In Effect Mode,20,In Effect Mode,20,54,87,"soul, 1990s, quiet storm, new jack swing, r&b, contemporary r&b","soul, quiet storm, new jack swing, r&b, contemporary r&b",1988.0,1988.0,1988.0,,1988.0,1988.0,,,"Warner Bros. Records, X5 Music Group",,,,True,False,True,0.0,,0.0,True,False,False,False,46894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al green,Al Green,1970.0,1988.0,1971.0,2008.0,1970-2008,16,19,22,1,0,8,4,11,7,15,10,Let's Stay Together,1,I Can't Get Next To You,60,10,228,I'm Still In Love With You,4,Al Green Gets Next To You,58,43,491,"soul, smooth soul, gospel, southern soul, memphis soul, christmas music, pop-soul, 2008 universal fire victim, 1980s, 1970s","soul, smooth soul, gospel, southern soul, christmas music",1970.0,1971.0,1971.0,1971.0,1971.0,1972.0,1972.0,,"Hi Records, London Records, Peerless, Fat Possum Records, The Right Stuff",,,,False,False,False,1.0,1.0,1.0,False,False,True,True,1677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al martino,Al Martino,1959.0,1977.0,1967.0,1975.0,1959-1977,14,33,13,0,0,2,1,6,1,15,2,I Love You Because,3,I Can't Get You Out Of My Heart,44,11,251,Spanish Eyes,8,Spanish Eyes,8,73,199,"easy listening, 1960s, adult contemporary, classic pop and rock, crooner, traditional pop, jazz","easy listening, traditional pop, jazz",1959.0,1963.0,1963.0,,1967.0,1967.0,1967.0,,"BBS Records, Blooming Jazz Records, Capitol Records, Jasnet Records, Duchesse, Imperial",pop,,pop,False,True,False,4.0,0.0,4.0,False,True,True,False,8619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al stewart,Al Stewart,1976.0,1980.0,1974.0,1981.0,1974-1981,8,5,6,0,0,2,2,2,2,5,4,Time Passages,7,Year Of The Cat,8,17,66,Year Of The Cat,5,"Past, Present And Future",133,14,140,"folk rock, singer-songwriter, 1970s, soft rock, pop rock, folk pop, baroque pop, 1980s, contemporary folk, 2000s","folk rock, singer-songwriter, soft rock, pop rock, folk pop, baroque pop, contemporary folk",1976.0,1976.0,1976.0,,1974.0,1976.0,1976.0,,"Arista, Columbia House, EMI, Janus Records, Rhino, Beat Goes On Records, Collectors’ Choice Music",,,,True,False,False,0.0,2.0,2.0,False,False,True,True,605463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al wilson,Al Wilson,1968.0,1976.0,1973.0,1976.0,1968-1976,6,8,3,1,0,1,0,1,0,4,0,Show And Tell,1,The Snake,27,10,79,Show And Tell,70,Show And Tell,70,17,26,"soul, 1970s, classic pop and rock, r&b","soul, r&b",1968.0,1973.0,1973.0,1973.0,1973.0,,,,"Soul City, Rocky Road Records",,,soul,False,False,False,5.0,,5.0,True,False,False,False,2551298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alan o'day,Alan O'Day,1977.0,1977.0,1977.0,1977.0,1977-1977,1,2,1,1,0,1,0,1,0,1,0,Undercover Angel,1,Undercover Angel,1,25,31,Appetizers,109,Appetizers,109,9,9,,,1977.0,1977.0,1977.0,1977.0,1977.0,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alanis morissette,Alanis Morissette,1996.0,2004.0,1995.0,2020.0,1995-2020,10,6,11,0,3,2,6,3,7,4,8,Ironic,4,Ironic,4,32,108,Jagged Little Pill,1,Jagged Little Pill,1,127,245,"alternative rock, post-grunge, pop rock, singer-songwriter, 1990s, feminism, adult alternative, pop, dance-pop, new jack swing","alternative rock, post-grunge, pop rock, singer-songwriter, pop, dance-pop, new jack swing",1996.0,1996.0,1996.0,,1995.0,1995.0,1995.0,1995.0,"Maverick, Reprise Records, Atlantic, Mobile Fidelity Sound Lab","alternative rock, rock, singer-songwriter",,,True,True,True,0.0,0.0,0.0,False,False,True,True,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alannah myles,Alannah Myles,1990.0,1990.0,1990.0,1990.0,1990-1990,1,2,1,1,0,1,1,1,1,2,1,Black Velvet,1,Black Velvet,1,24,37,Alannah Myles,5,Alannah Myles,5,36,36,"rock, singer-songwriter, blues rock, 1990s, adult contemporary, pop rock","rock, singer-songwriter, blues rock, pop rock",1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,,"Atlantic, Linus Entertainment, Warner Music, ARK 21, BMG Direct Marketing, Inc.",,,,True,True,True,0.0,0.0,0.0,True,True,False,False,1935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albert hammond,Albert Hammond,1972.0,1975.0,1972.0,2008.0,1972-2008,6,9,4,0,0,1,0,1,0,3,0,It Never Rains In Southern California,5,It Never Rains In Southern California,5,16,71,It Never Rains In Southern California,77,It Never Rains In Southern California,77,15,22,"soft rock, pop rock, rock, indie rock, post-punk revival, garage rock, 2010s","soft rock, pop rock, rock, indie rock, post-punk revival, garage rock",1972.0,1972.0,1972.0,,1972.0,,,,"Beat Goes On Records, CBS, Collectables",,,,True,False,True,0.0,,0.0,True,False,False,False,21356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alessia cara,Alessia Cara,2015.0,2018.0,2015.0,2018.0,2015-2018,4,7,3,0,0,4,1,4,1,5,2,1-800-273-8255,3,Here,5,34,197,Know-It-All,9,Know-It-All,9,92,105,"pop, r&b, contemporary r&b, soul, alternative r&b, pop soul, adult alternative, 2010s, 2020s, vocalist","pop, r&b, contemporary r&b, soul, alternative r&b, pop soul",2015.0,2015.0,2015.0,,2015.0,2015.0,2015.0,,"Def Jam Recordings, EP Entertainment",,,,True,True,True,0.0,0.0,0.0,False,True,True,False,1241665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex band or chad kroeger,Alex Band Or Chad Kroeger,2003.0,2003.0,,,2003-2003,1,1,0,0,0,1,0,1,0,1,0,Why Don't You & I,8,Why Don't You & I,8,35,35,,0,,0,0,0,,,2003.0,2003.0,2003.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex clare,Alex Clare,2012.0,2012.0,2012.0,2012.0,2012-2012,1,1,1,0,0,1,0,1,0,1,1,Too Close,7,Too Close,7,44,44,The Lateness Of The Hour,48,The Lateness Of The Hour,48,30,30,"dubstep, soul, electronic, alternative rock","dubstep, soul, electronic, alternative rock",2012.0,2012.0,2012.0,,2012.0,,,,"Island, Universal Island Records",,,,True,False,True,0.0,,0.0,True,False,False,False,815831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex warren,Alex Warren,2024.0,2025.0,2024.0,2025.0,2024-2025,2,5,2,1,0,1,1,2,2,3,2,Ordinary,1,Burning Down,69,14,106,"You'll Be Alright, Kid",5,"You'll Be Alright, Kid (Chapter 1)",13,34,97,"pop, indie pop, 2020s","pop, indie pop",2024.0,2025.0,2025.0,2025.0,2024.0,2024.0,2025.0,,"Atlantic, Atlantic Records",,pop,pop,False,False,False,1.0,1.0,1.0,True,True,False,False,2206347.0,,0.0004180602006688,,7.584376185058778e-05,,4.0230116265036e-05,,0.0016079238487265,,0.1394295229716385,,0.1416934037615659,,4.499999999999999,,1917.369502719684,,3663.503498500578,,0.0,,0.0,,0.0,,1.8263151991764839e-31,,2.774750474188221e-05,,1.96981206788944e-07
alias,Alias,1990.0,1991.0,1990.0,1990.0,1990-1991,2,3,1,0,0,1,0,2,0,2,0,More Than Words Can Say,2,More Than Words Can Say,2,23,44,Alias,114,Alias,114,28,28,"hip hop, hard rock, electronic, timepiece, mashup, baron von alias, time traveller, indie, big beat bronson, awesomename","hip hop, hard rock, electronic",1990.0,1990.0,1990.0,,1990.0,,,,Capitol Records,,,,True,False,True,0.0,,0.0,True,False,False,False,2364881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alice bowie,Alice Bowie,1974.0,1974.0,,,1974-1974,1,1,0,0,0,1,0,1,0,1,0,Earache My Eye,9,Earache My Eye,9,13,13,,0,,0,0,0,,,1974.0,1974.0,1974.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,946444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alice cooper,Alice Cooper,1971.0,1991.0,1969.0,2025.0,1969-2025,27,21,29,0,1,3,5,6,6,14,15,School's Out,7,Eighteen,21,13,226,Billion Dollar Babies,1,Pretties For You,193,6,457,"hard rock, hard rock, glam rock, glam rock, rock, garage rock, psychedelic rock, rock, heavy metal, classic rock","hard rock, hard rock, glam rock, glam rock, rock, garage rock, psychedelic rock, rock, heavy metal, classic rock",1971.0,1972.0,1972.0,,1969.0,1972.0,1972.0,1973.0,"American Pie, Warner Bros. Records, EMI, Guardian Records, Enigma Retro, Rhino, Straight Records, Audio Fidelity",rock,,"rock, hard rock, metal, classic rock",False,False,False,1.0,3.0,3.0,False,False,True,True,794431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alicia bridges,Alicia Bridges,1978.0,1979.0,1978.0,1978.0,1978-1979,2,2,1,0,0,1,0,1,0,1,1,I Love The Nightlife (Disco 'round),5,I Love The Nightlife (Disco 'round),5,31,33,Alicia Bridges,33,Alicia Bridges,33,32,32,"pop, 70s, 80s, disco","pop, disco",1978.0,1978.0,1978.0,,1978.0,,,,Mother Records,,,,True,False,True,0.0,,0.0,True,False,False,False,12684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
