performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums
afi,AFI,2006.0,2006.0,2000.0,2025.0,2000-2025,9,2,9,0,1,0,4,0,5,1,5,Miss Murder,24,Miss Murder,24,20,25,Decemberunderground,1,The Art Of Drowning,174,1,104,"experimental hip hop, punk, hip hop, k-pop, post-metal, girl group, house, punk rock, hip hop, alternative rock","experimental hip hop, punk, hip hop, k-pop, post-metal, house, punk rock, hip hop, alternative rock",2006.0,,,,2000.0,2003.0,2003.0,2006.0,"Nitro Records, Adeline Records, BMG Direct, DreamWorks Records",,,,False,False,False,,3,3,False,False,False,True
afroman,Afroman,2001.0,2001.0,2001.0,2001.0,2001-2001,1,1,1,0,0,0,1,1,1,1,1,Because I Got High,13,Because I Got High,13,10,10,The Good Times,10,The Good Times,10,19,19,"hip hop, alternative hip hop, west coast hip hop, comedy rap","hip hop, alternative hip hop, west coast hip hop",2001.0,2001.0,,,2001.0,2001.0,2001.0,,"T-Bones Records, Universal Records",,,,False,True,True,,0,0,False,True,False,False
agust d,Agust D,2020.0,2023.0,2020.0,2023.0,2020-2023,2,2,2,0,0,0,1,0,2,0,2,Haegeum,58,Daechwita,76,1,2,D-Day,2,D-2,11,1,7,"rap, hip hop, ballad, k-pop","hip hop, ballad, k-pop",2020.0,,,,2020.0,2020.0,2023.0,,BigHit Entertainment,,,"hip hop, k-pop",False,False,False,,3,3,False,True,False,False
air supply,Air Supply,1980.0,1986.0,1980.0,2003.0,1980-2003,7,13,7,1,0,8,2,9,2,11,5,The One That You Love,1,All Out Of Love,2,27,226,Greatest Hits,7,Lost In Love,22,104,261,"soft rock, adult contemporary, contemporary pop/rock, ballad, pop, 1970s, pop rock, 1990s, easy listening, classic rock","soft rock, ballad, pop, pop rock, easy listening, classic rock",1980.0,1980.0,1980.0,1981.0,1980.0,1981.0,1981.0,,"Arista, Big Time Phonograph Recording Co., Legacy, Big Time Records, Cherry Red Records","soft rock, pop, rock, pop rock, classic rock",,"soft rock, pop, rock, pop rock, classic rock",True,False,True,0,1,0,False,False,True,True
ajr,AJR,2014.0,2022.0,2017.0,2023.0,2014-2023,8,6,5,0,0,1,2,1,2,1,3,Bang!,8,I'm Ready,65,11,76,Neotheater,8,The Click,61,45,73,"indie pop, pop, 2010s, alternative pop, alternative metal, latin pop, latin, alternative rock, progressive rock, progressive metal","indie pop, pop, alternative pop, alternative metal, latin pop, latin, alternative rock, progressive rock, progressive metal",2014.0,2020.0,2020.0,,2017.0,2019.0,2019.0,,"BMG Rights Management (US) LLC, AJR Productions, Black Butter Records, Liberator Music, BMG",electronic,,"pop, indie pop",False,False,False,6,2,5,True,False,False,True
akon,Akon,2004.0,2013.0,2004.0,2008.0,2004-2013,10,35,3,2,0,13,2,17,3,27,3,I Wanna Love You,1,Locked Up,8,27,623,Konvicted,2,Trouble,18,72,178,"hip hop, r&b, contemporary r&b, composer, jazz, electronic, eurodance, electronic, pop, techno","hip hop, r&b, contemporary r&b, jazz, electronic, eurodance, electronic, pop, techno",2004.0,2004.0,2004.0,2006.0,2004.0,2004.0,2006.0,,"Konvict Kulture, Street Records Corporation, Universal, BMG Direct Marketing, Inc., Island Records Group, SRC Records",,,,True,False,True,0,2,0,False,False,True,True
al green,Al Green,1970.0,1988.0,1971.0,2008.0,1970-2008,16,19,22,1,0,8,4,11,7,15,10,Let's Stay Together,1,I Can't Get Next To You,60,10,228,I'm Still In Love With You,4,Al Green Gets Next To You,58,43,491,"soul, smooth soul, gospel, southern soul, memphis soul, christmas music, pop-soul, 2008 universal fire victim, 1980s, 1970s","soul, smooth soul, gospel, southern soul, christmas music",1970.0,1971.0,1971.0,1971.0,1971.0,1972.0,1972.0,,"Hi Records, London Records, Peerless, Fat Possum Records, The Right Stuff",,,,False,False,False,1,1,1,False,False,True,True
al martino,Al Martino,1959.0,1977.0,1967.0,1975.0,1959-1977,14,33,13,0,0,2,1,6,1,15,2,I Love You Because,3,I Can't Get You Out Of My Heart,44,11,251,Spanish Eyes,8,Spanish Eyes,8,73,199,"easy listening, 1960s, adult contemporary, classic pop and rock, crooner, traditional pop, jazz","easy listening, traditional pop, jazz",1959.0,1963.0,1963.0,,1967.0,1967.0,1967.0,,"BBS Records, Blooming Jazz Records, Capitol Records, Jasnet Records, Duchesse, Imperial",pop,,pop,False,True,False,4,0,4,False,True,True,False
al stewart,Al Stewart,1976.0,1980.0,1974.0,1981.0,1974-1981,8,5,6,0,0,2,2,2,2,5,4,Time Passages,7,Year Of The Cat,8,17,66,Year Of The Cat,5,"Past, Present And Future",133,14,140,"folk rock, singer-songwriter, 1970s, soft rock, pop rock, folk pop, baroque pop, 1980s, contemporary folk, 2000s","folk rock, singer-songwriter, soft rock, pop rock, folk pop, baroque pop, contemporary folk",1976.0,1976.0,1976.0,,1974.0,1976.0,1976.0,,"Arista, Columbia House, EMI, Janus Records, Rhino, Beat Goes On Records, Collectors’ Choice Music",,,,True,False,False,0,2,2,False,False,True,True
alabama,Alabama,1981.0,2011.0,1980.0,2015.0,1980-2015,28,11,31,0,0,0,1,3,7,6,15,Love In The First Degree,15,Love In The First Degree,15,21,148,The Closer You Get,10,My Home's In Alabama,71,21,976,"country, blues rock, country rock, stoner metal, alternative metal, southern metal, heavy metal, stoner rock, contemporary country, southern rock","country, blues rock, country rock, stoner metal, alternative metal, southern metal, heavy metal, stoner rock, contemporary country, southern rock",1981.0,1981.0,,,1980.0,1981.0,1983.0,,"BMG Special Products, RCA, RCA Nashville, Collectables, Legacy, BMG, Camden, RCA Victor",,,,False,False,False,,3,3,False,True,False,False
alabama shakes,Alabama Shakes,2013.0,2013.0,2012.0,2015.0,2012-2015,3,1,3,0,1,0,2,0,2,0,2,Hold On,93,Hold On,93,2,2,Sound & Color,1,Boys & Girls,6,79,126,"blues rock, southern rock, rock, soul","blues rock, southern rock, rock, soul",2013.0,,,,2012.0,2012.0,2012.0,2015.0,"ATO Records, Arts & Crafts México, Rough Trade",,,,False,True,True,,0,0,False,False,False,True
alan jackson,Alan Jackson,1993.0,2010.0,1990.0,2021.0,1990-2021,26,28,30,0,4,0,15,1,21,19,26,It's Five O'Clock Somewhere,17,Chattahoochee,46,20,441,Drive,1,Here In The Real World,57,110,1329,"country, contemporary country, country gospel, singer-songwriter, bluegrass, christmas music, jazz","country, contemporary country, country gospel, singer-songwriter, bluegrass, christmas music, jazz",1993.0,2003.0,,,1990.0,1991.0,1994.0,2002.0,"Arista, Arista Nashville, BMG Special Products, Columbia House",,,country,False,False,False,,4,4,False,False,False,True
alanis morissette,Alanis Morissette,1996.0,2004.0,1995.0,2020.0,1995-2020,10,6,11,0,3,2,6,3,7,4,8,Ironic,4,Ironic,4,32,108,Jagged Little Pill,1,Jagged Little Pill,1,127,245,"alternative rock, post-grunge, pop rock, singer-songwriter, 1990s, feminism, adult alternative, pop, dance-pop, new jack swing","alternative rock, post-grunge, pop rock, singer-songwriter, pop, dance-pop, new jack swing",1996.0,1996.0,1996.0,,1995.0,1995.0,1995.0,1995.0,"Maverick, Reprise Records, Atlantic, Mobile Fidelity Sound Lab","alternative rock, rock, singer-songwriter",,,True,True,True,0,0,0,False,False,True,True
alannah myles,Alannah Myles,1990.0,1990.0,1990.0,1990.0,1990-1990,1,2,1,1,0,1,1,1,1,2,1,Black Velvet,1,Black Velvet,1,24,37,Alannah Myles,5,Alannah Myles,5,36,36,"rock, singer-songwriter, blues rock, 1990s, adult contemporary, pop rock","rock, singer-songwriter, blues rock, pop rock",1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,,"Atlantic, Linus Entertainment, Warner Music, ARK 21, BMG Direct Marketing, Inc.",,,,True,True,True,0,0,0,True,True,False,False
aldo nova,Aldo Nova,1982.0,1982.0,1982.0,1991.0,1982-1991,3,2,3,0,0,0,1,0,1,1,1,Fantasy,23,Fantasy,23,16,22,Aldo Nova,8,Aldo Nova,8,50,64,"hard rock, 1980s, glam metal, aor","hard rock, glam metal, aor",1982.0,,,,1982.0,1982.0,1982.0,,"Acadia, Epic, Legacy",,,,False,True,True,,0,0,False,True,False,False
alessia cara,Alessia Cara,2015.0,2018.0,2015.0,2018.0,2015-2018,4,7,3,0,0,4,1,4,1,5,2,1-800-273-8255,3,Here,5,34,197,Know-It-All,9,Know-It-All,9,92,105,"pop, r&b, contemporary r&b, soul, alternative r&b, pop soul, adult alternative, 2010s, 2020s, vocalist","pop, r&b, contemporary r&b, soul, alternative r&b, pop soul",2015.0,2015.0,2015.0,,2015.0,2015.0,2015.0,,"Def Jam Recordings, EP Entertainment",,,,True,True,True,0,0,0,False,True,True,False
alex & sierra,Alex & Sierra,,,2014.0,2016.0,2014-2016,2,0,2,0,0,0,1,0,1,0,1,,0,,0,0,0,It's About Us,8,It's About Us,8,3,4,,,,,,,2014.0,2014.0,2014.0,,,,,,False,True,True,,0,0,False,True,False,False
alex warren,Alex Warren,2024.0,2025.0,2024.0,2025.0,2024-2025,2,5,2,1,0,1,1,2,2,3,2,Ordinary,1,Burning Down,69,14,106,"You'll Be Alright, Kid",5,"You'll Be Alright, Kid (Chapter 1)",13,34,97,"pop, indie pop, 2020s","pop, indie pop",2024.0,2025.0,2025.0,2025.0,2024.0,2024.0,2025.0,,"Atlantic, Atlantic Records",,pop,pop,False,False,False,1,1,1,True,True,False,False
alice cooper,Alice Cooper,1971.0,1991.0,1969.0,2025.0,1969-2025,27,21,29,0,1,3,5,6,6,14,15,School's Out,7,Eighteen,21,13,226,Billion Dollar Babies,1,Pretties For You,193,6,457,"hard rock, hard rock, glam rock, glam rock, rock, garage rock, psychedelic rock, rock, heavy metal, classic rock","hard rock, hard rock, glam rock, glam rock, rock, garage rock, psychedelic rock, rock, heavy metal, classic rock",1971.0,1972.0,1972.0,,1969.0,1972.0,1972.0,1973.0,"American Pie, Warner Bros. Records, EMI, Guardian Records, Enigma Retro, Rhino, Straight Records, Audio Fidelity",rock,,"rock, hard rock, metal, classic rock",False,False,False,1,3,3,False,False,True,True
alice in chains,Alice In Chains,2009.0,2009.0,1991.0,2026.0,1991-2026,14,1,16,0,3,0,8,0,10,0,11,Check My Brain,92,Check My Brain,92,4,4,Jar Of Flies (EP),1,Facelift,42,60,531,"grunge, alternative rock, alternative metal, acoustic rock, heavy metal, sludge metal, hard rock, rock, stoner metal, doom metal","grunge, alternative rock, alternative metal, acoustic rock, heavy metal, sludge metal, hard rock, rock, stoner metal, doom metal",2009.0,,,,1991.0,1992.0,1992.0,1994.0,"BKC, CBS, CBS/Sony, ANGRY DINO, ChopNotSlop Ent., Cocomelos Records",,,,False,False,False,,1,1,False,False,False,True
alicia keys,Alicia Keys,2001.0,2022.0,2001.0,2022.0,2001-2022,17,27,11,3,5,8,8,11,8,15,9,Fallin',1,Fallin',1,34,442,Songs In A Minor,1,Songs In A Minor,1,70,333,"contemporary r&b, r&b, soul, neo soul, jazz, pop soul, jazz pop, neo-soul","contemporary r&b, r&b, soul, neo soul, jazz, pop soul, jazz pop",2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,"J Records, BMG, BMG Australia, BMG Brasil Ltda., BMG Colombia",,,,True,True,True,0,0,0,False,False,True,True
alison krauss,Alison Krauss & Billy Dean,2000.0,2004.0,1995.0,2017.0,1995-2017,6,2,4,0,0,0,2,0,3,2,3,Buy Me A Rose,40,Buy Me A Rose,40,20,38,Windy City,9,Now That I've Found You: A Collection,13,66,125,,,2000.0,,,,,,,,,,,,False,False,False,,,,False,False,False,True
alison krauss & union station,Alison Krauss & Union Station,,,2011.0,2025.0,2011-2025,2,0,2,0,0,0,1,0,1,0,1,,0,,0,0,0,Paper Airplane,3,Paper Airplane,3,21,22,"country, bluegrass, americana, contemporary country, progressive bluegrass, country rock, folk","country, bluegrass, americana, contemporary country, progressive bluegrass, country rock, folk",,,,,2011.0,2011.0,2011.0,,Rounder,,,,False,True,True,,0,0,False,True,False,False
all that remains,All That Remains,,,2006.0,2018.0,2006-2018,7,0,7,0,0,0,1,0,3,0,5,,0,,0,0,0,For We Are Many,10,The Fall Of Ideals,75,3,39,"metalcore, melodic death metal, melodic metalcore, metal","metalcore, melodic death metal, melodic metalcore, metal",,,,,2006.0,2008.0,2010.0,,"Craft Recordings, Prosthetic Records, Razor & Tie, TOY’S FACTORY",,,metalcore,False,False,False,,4,4,False,True,False,False
all time low,All Time Low,2009.0,2021.0,2007.0,2025.0,2007-2025,11,2,11,0,0,0,5,0,5,0,7,Monsters,55,Damned If I Do Ya (Damned If I Don't),67,1,18,Future Hearts,2,"So Wrong, It's Right",62,4,44,"pop punk, emo, emo pop, powerpop, power pop, neon pop, alternative rock, pop rock, alternative, emo-pop","pop punk, emo, emo pop, power pop, alternative rock, pop rock",2009.0,,,,2007.0,2009.0,2009.0,,"Fueled by Ramen, Hopeless Records, KICK ROCK INVASION",,,,False,False,False,,2,2,False,False,False,True
all-4-one,All-4-One,1994.0,1996.0,1994.0,1995.0,1994-1996,3,5,3,1,0,3,1,3,1,4,2,I Swear,1,I Swear,1,30,116,All-4-One,7,All-4-One,7,72,114,,,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,,,,,,True,True,True,0,0,0,False,True,True,False
aloe blacc,Aloe Blacc,2013.0,2019.0,2014.0,2014.0,2013-2019,3,2,2,0,0,1,1,1,1,1,2,The Man,8,The Man,8,20,24,Lift Your Spirit,4,Lift Your Spirit,4,18,21,"contemporary r&b, soul, neo soul, pop soul, r&b, 2010s","contemporary r&b, soul, neo soul, pop soul, r&b",2013.0,2013.0,2013.0,,2014.0,2014.0,2014.0,,"Universal Music, XIX Recordings, Interscope Records, Vertigo Berlin","pop, soul, r&b",,"pop, soul, r&b",True,True,True,0,0,0,True,True,False,False
alt-j,alt-J,2014.0,2014.0,2012.0,2022.0,2012-2022,5,1,5,0,0,0,1,0,2,0,3,Left Hand Free,99,Left Hand Free,99,1,1,This Is All Yours,4,An Awesome Wave,80,61,93,,,2014.0,,,,2012.0,2014.0,2014.0,,,,,,False,False,False,,2,2,False,True,False,False
alter bridge,Alter Bridge,,,2004.0,2022.0,2004-2022,8,0,8,0,0,0,2,0,6,0,7,,0,,0,0,0,One Day Remains,5,One Day Remains,5,14,41,"hard rock, alternative metal, post-grunge, alternative rock, rock, progressive metal","hard rock, alternative metal, post-grunge, alternative rock, rock, progressive metal",,,,,2004.0,2004.0,2004.0,,"Craft Recordings, EMI, The Bicycle Music Company",,,,False,True,True,,0,0,False,False,False,True
amanda palmer & the grand theft orchestra,Amanda Palmer & The Grand Theft Orchestra,,,2012.0,2012.0,2012-2012,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Theatre Is Evil,10,Theatre Is Evil,10,2,2,,,,,,,2012.0,2012.0,2012.0,,"8ft. Records, Cooking Vinyl",,,,False,True,True,,0,0,False,True,False,False
america,America,1972.0,1983.0,1972.0,2007.0,1972-2007,13,17,16,2,1,7,5,8,6,13,9,A Horse With No Name,1,A Horse With No Name,1,14,193,America,1,America,1,40,357,"post-rock, emo, soft rock, midwest emo, indie rock, rock, folk rock, math rock, ambient, alternative rock","post-rock, emo, soft rock, midwest emo, indie rock, rock, folk rock, math rock, ambient, alternative rock",1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,1972.0,"Euro Sound, Falcon Neue Medien, Flashback Records, CEMA Special Markets, Capitol Records, Disky, Saguaro Road Records, Warner Bros. Records, 19 Recordings, ARC Music, Acta, Audio Fidelity, Aziя Records, Music on CD","rock, soft rock, pop, classic rock, folk rock, folk pop",,"rock, soft rock, pop, classic rock, folk rock, folk pop",True,True,True,0,0,0,False,False,True,True
amerie,Amerie,2002.0,2008.0,2002.0,2009.0,2002-2009,4,6,3,0,0,1,2,1,2,3,3,1 Thing,8,Why Don't We Fall In Love,23,19,76,Touch,5,All I Have,9,29,48,"pop, hip hop, soul, pop and chart, hip hop soul, r&b, contemporary r&b, clean up","pop, hip hop, soul, hip hop soul, r&b, contemporary r&b",2002.0,2005.0,2005.0,,2002.0,2002.0,2002.0,,"Columbia, Legacy, Def Jam Recordings, Sony Records International",,,,False,True,True,3,0,0,True,False,False,True
amos lee,Amos Lee,,,2005.0,2018.0,2005-2018,9,0,10,0,1,0,1,0,2,0,5,,0,,0,0,0,Mission Bell,1,Amos Lee,113,15,47,"folk, folk rock, rock, american, usa, américain","folk, folk rock, rock",,,,,2005.0,2011.0,2011.0,2011.0,"Artists Den Records, Blue Note, Burningharp Music, Blue Note Label Group",,,,False,False,False,,6,6,False,True,False,False
amy grant,Amy Grant,1985.0,1995.0,1985.0,2016.0,1985-2016,22,12,23,2,0,5,3,7,5,9,14,The Next Time I Fall,1,Find A Way,29,16,204,Home For Christmas,2,Unguarded,35,38,418,"pop, contemporary christian, ccm, classic pop and rock, christian pop, 2008 universal fire victim","pop, contemporary christian",1985.0,1986.0,1986.0,1986.0,1985.0,1991.0,1991.0,,"A&M Records, Amy Grant Productions, EMI, BMG Music, Myrrh","pop, rock, soft rock, pop rock","contemporary christian, soft rock, pop rock","contemporary christian, rock, gospel, soft rock, pop, pop rock, contemporary gospel",False,False,False,1,6,1,False,False,True,True
amy winehouse,Amy Winehouse,2007.0,2011.0,2007.0,2021.0,2007-2021,3,3,5,0,0,1,2,1,2,1,3,Rehab,9,Rehab,9,20,34,Back To Black,2,Back To Black,2,178,228,"soul, contemporary r&b, jazz, neo soul, neo-soul, 27 club, vocal jazz, jazz pop, pop soul, r&b","soul, contemporary r&b, jazz, neo soul, vocal jazz, jazz pop, pop soul, r&b",2007.0,2007.0,2007.0,,2007.0,2007.0,2007.0,,"Island Records Group, Universal Island Records, Universal Music, BMG Direct Marketing, Inc., EMI MusicResources, Island",,,,True,True,True,0,0,0,True,False,False,True
anberlin,Anberlin,,,2005.0,2014.0,2005-2014,7,0,7,0,0,0,1,0,5,0,5,,0,,0,0,0,"Dark Is The Way, Light Is A Place",9,Never Take Friendship Personal,144,1,25,"rock, christian, alternative rock, emo, alternative","rock, alternative rock, emo",,,,,2005.0,2007.0,2010.0,,"Capitol Christian Music Group, Tooth & Nail Records, Stomp, Universal, Universal Republic Records, Republic Records, Universal Island Records",,,,False,False,False,,5,5,False,True,False,False
anderson .paak,Anderson .Paak,2020.0,2025.0,2016.0,2019.0,2016-2025,5,2,3,0,0,0,1,0,2,0,2,1-800 Heartbreak,80,Lock It Up,89,1,2,Ventura,4,Malibu,79,4,12,"r&b, alternative hip hop, soul, hip hop, alternative r&b, contemporary r&b, indie r&b, alternative","r&b, alternative hip hop, soul, hip hop, alternative r&b, contemporary r&b",2020.0,,,,2016.0,2018.0,2019.0,,"Art Club, EMPIRE, OBE, 12Tone Music, Aftermath Entertainment",,,,False,False,False,,3,3,False,True,False,False
anderson .paak),Anderson .Paak),2021.0,2021.0,2021.0,2021.0,2021-2021,1,7,1,1,0,2,1,3,1,3,1,Leave The Door Open,1,Leave The Door Open,1,39,72,An Evening With Silk Sonic,2,An Evening With Silk Sonic,2,60,60,,,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,,,,,,True,True,True,0,0,0,False,True,True,False
andrea bocelli,Andrea Bocelli,2010.0,2010.0,1997.0,2024.0,1997-2024,19,1,28,0,1,0,9,0,13,0,20,Bridge Over Troubled Water,75,Bridge Over Troubled Water,75,1,1,Si,1,Romanza,35,91,685,"classical, tenor, classical crossover, pop, italian, italian pop, italian tenor, italian classic, european, classical pop","classical, classical crossover, pop",2010.0,,,,1997.0,1999.0,1999.0,2018.0,"Decca Records, JVC Mastering Center, Philips, Polydor, Sugar",,,,False,False,False,,2,2,False,False,False,True
andrew bird,Andrew Bird,,,2007.0,2019.0,2007-2019,5,0,6,0,0,0,1,0,2,0,3,,0,,0,0,0,Break It Yourself,10,Armchair Apocrypha,76,3,27,"indie folk, indie rock, folk rock, baroque pop, indie pop","indie folk, indie rock, folk rock, baroque pop, indie pop",,,,,2007.0,2009.0,2012.0,,"Fargo Records, Fat Possum Records, P‐VINE RECORDS, Bella Union, Spunk!, Mom+Pop",,,,False,False,False,,5,5,False,True,False,False
andy gibb,Andy Gibb,1977.0,1981.0,1977.0,1980.0,1977-1981,4,10,4,3,0,6,1,8,2,9,4,(Love Is) Thicker Than Water,1,(Love Is) Thicker Than Water,1,29,180,Shadow Dancing,7,Flowing Rivers,19,68,144,"pop, disco, classic pop and rock","pop, disco",1977.0,1977.0,1977.0,1977.0,1977.0,1977.0,1978.0,,"RSO, Classics France, Polydor",,,,True,False,True,0,1,0,False,True,True,False
andy mineo,Andy Mineo,,,2013.0,2021.0,2013-2021,6,0,6,0,0,0,1,0,3,0,4,,0,,0,0,0,Uncomfortable,10,Heroes For Sale,11,3,12,,,,,,,2013.0,2013.0,2015.0,,Reach Records,,,,False,False,False,,2,2,False,True,False,False
andy williams,Andy Williams,1958.0,2019.0,1967.0,2019.0,1958-2019,24,40,25,0,0,5,6,10,7,25,13,Can't Get Used To Losing You,2,The Hawaiian Wedding Song (Ke Kali Nei Au),11,20,388,Love Story,3,Born Free,5,79,549,"easy listening, uk, drums, anarcho, england, milton keynes, indie rock, jazz, jazz, easy listening soundtracks and musicals","easy listening, indie rock, jazz, jazz",1958.0,1958.0,1959.0,,1967.0,1967.0,1967.0,,"Heliodor, Cadence Records, Collectables, Varèse Sarabande, CBS, Columbia, Legacy",,,,False,True,False,1,0,1,False,False,True,True
angels & airwaves,Angels & Airwaves,2006.0,2006.0,2006.0,2021.0,2006-2021,7,1,9,0,0,0,2,0,2,0,6,The Adventure,55,The Adventure,55,14,14,We Don't Need To Whisper,4,We Don't Need To Whisper,4,20,43,"alternative rock, pop rock, space rock","alternative rock, pop rock, space rock",2006.0,,,,2006.0,2006.0,2006.0,,"Geffen Records, Suretone Records",,,,False,True,True,,0,0,False,False,False,True
anita baker,Anita Baker,1986.0,2004.0,1983.0,2005.0,1983-2005,10,11,8,0,1,2,4,3,5,8,5,Giving You The Best That I Got,3,Sweet Love,8,22,181,Giving You The Best That I Got,1,The Songstress,139,11,329,"soul, smooth jazz, jazz, contemporary r&b, electronic, adult contemporary, quiet storm, soul and reggae, rnb, american","soul, smooth jazz, jazz, contemporary r&b, electronic, quiet storm",1986.0,1986.0,1986.0,,1983.0,1986.0,1988.0,1988.0,"Atlantic, Elektra, Rhino, Beverly Glen Music, BMG Direct Marketing, Inc., Jugoton, Magnasound",,"rock, pop, jazz, soul jazz, r&b",r&b,True,False,False,0,5,3,False,False,True,True
anita ward,Anita Ward,1979.0,1979.0,1979.0,1979.0,1979-1979,1,2,1,1,0,1,1,1,1,1,1,Ring My Bell,1,Ring My Bell,1,21,26,Songs Of Love,8,Songs Of Love,8,19,19,"vocal jazz, soul, disco","vocal jazz, soul, disco",1979.0,1979.0,1979.0,1979.0,1979.0,1979.0,1979.0,,"601 Music, BCM Records, Charly Records, Big Break Records, Epic, Juana",,"disco, r&b","disco, r&b",True,True,True,0,0,0,True,True,False,False
annie lennox,Annie Lennox,1988.0,2015.0,1992.0,2014.0,1988-2015,11,7,7,0,0,1,3,2,4,5,7,Put A Little Love In Your Heart,9,Put A Little Love In Your Heart,9,17,97,Bare,4,Diva,23,72,184,"pop, scottish, soul, soft rock, adult contemporary, alternative pop, pop soul, standards, rock, sophisti-pop","pop, soul, soft rock, alternative pop, pop soul, rock, sophisti-pop",1988.0,1988.0,1988.0,,1992.0,1995.0,2003.0,,"A&M Records, Arista, BMG, BMG Japan, BMG Direct Marketing, Inc., 19 Recordings",soul,pop,soul,True,False,True,0,11,0,True,False,False,True
