performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks
tommy bolin,Tommy Bolin,0,0,1975,1976,1975-1976,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Teaser,96,Teaser,96,14,22
tommy boyce,Tommy Boyce,1962,1962,0,0,1962-1962,1,1,0,0,0,0,0,0,0,0,0,I'll Remember Carol,80,I'll Remember Carol,80,3,3,,0,,0,0,0
tommy boyce & bobby hart,Tommy Boyce & Bobby Hart,1967,1968,1967,1968,1967-1968,2,4,2,0,0,1,0,1,0,3,0,I Wonder What She's Doing Tonite,8,I Wonder What She's Doing Tonite,8,14,37,I Wonder What She's Doing Tonite?,109,Test Patterns,200,1,6
tommy cash,Tommy Cash,1969,1969,0,0,1969-1969,1,1,0,0,0,0,0,0,0,0,0,Six White Horses,79,Six White Horses,79,6,6,,0,,0,0,0
tommy conwell and the young rumblers,Tommy Conwell And The Young Rumblers,1988,1988,1988,1988,1988-1988,1,2,1,0,0,0,0,0,0,1,0,If We Never Meet Again,48,If We Never Meet Again,48,11,18,Rumble,103,Rumble,103,28,28
tommy dee,Tommy Dee,1959,1959,0,0,1959-1959,1,1,0,0,0,0,0,1,0,1,0,Three Stars,11,Three Stars,11,12,12,,0,,0,0,0
tommy edwards,Tommy Edwards,1958,1960,0,0,1958-1960,3,14,0,1,0,1,0,4,0,8,0,It's All In The Game,1,It's All In The Game,1,22,128,,0,,0,0,0
tommy facenda,Tommy Facenda,1959,1959,0,0,1959-1959,1,1,0,0,0,0,0,0,0,1,0,High School U.S.A.,28,High School U.S.A.,28,13,13,,0,,0,0,0
tommy hunt,Tommy Hunt,1961,1963,0,0,1961-1963,3,3,0,0,0,0,0,0,0,1,0,Human,48,Human,48,10,16,,0,,0,0,0
tommy james,Tommy James,1970,1981,1967,1980,1967-1981,9,13,9,0,0,1,1,2,1,4,2,Draggin' The Line,4,Ball And Chain,57,7,92,Crimson & Clover,8,I Think We're Alone Now,74,18,131
tommy james and the shondells,Tommy James And The Shondells,1966,1970,2011,2011,1966-2011,6,19,1,2,0,7,0,9,0,18,0,Hanky Panky,1,Hanky Panky,1,12,188,The Essentials,131,The Essentials,131,7,7
tommy keene,Tommy Keene,0,0,1986,1986,1986-1986,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Songs From The Film,148,Songs From The Film,148,17,17
tommy lee,Tommy Lee,2005,2005,2002,2005,2002-2005,2,1,2,0,0,0,0,0,0,0,1,Good Times,95,Good Times,95,1,1,Never A Dull Moment,39,Never A Dull Moment,39,8,15
tommy leonetti,Tommy Leonetti,1969,1969,0,0,1969-1969,1,1,0,0,0,0,0,0,0,0,0,Kum Ba Yah,54,Kum Ba Yah,54,9,9,,0,,0,0,0
tommy mara,Tommy Mara,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,0,0,Where The Blue Of The Night,76,Where The Blue Of The Night,76,4,4,,0,,0,0,0
tommy mclain,Tommy McLain,1966,1966,0,0,1966-1966,1,1,0,0,0,0,0,1,0,1,0,Sweet Dreams,15,Sweet Dreams,15,11,11,,0,,0,0,0
tommy newport,Tommy Newport,2024,2024,0,0,2024-2024,1,1,0,0,0,0,0,0,0,0,0,Red Sky,57,Red Sky,57,2,2,,0,,0,0,0
tommy page,Tommy Page,1989,1990,1989,1991,1989-1991,3,3,3,1,0,1,0,1,0,3,1,I'll Be Your Everything,1,A Shoulder To Cry On,29,20,48,Paintings In My Mind,38,Tommy Page,166,5,30
tommy richman,Tommy Richman,2024,2025,0,0,2024-2025,2,3,0,0,0,1,0,1,0,2,0,Million Dollar Baby,2,Million Dollar Baby,2,33,47,,0,,0,0,0
tommy roe,Tommy Roe,1962,1973,1967,1970,1962-1973,10,22,4,2,0,6,0,6,0,14,2,Sheila,1,Sheila,1,14,186,12 In A Roe/A Collection Of Tommy Roe's Greatest Hits,21,It's Now Winters Day,159,3,56
tommy sands,Tommy Sands,1958,1960,0,0,1958-1960,3,4,0,0,0,0,0,0,0,1,0,Blue Ribbon Baby,50,Blue Ribbon Baby,50,11,29,,0,,0,0,0
tommy shane steiner,Tommy Shane Steiner,2002,2002,2002,2002,2002-2002,1,1,1,0,0,0,0,0,0,1,0,What If She's An Angel,39,What If She's An Angel,39,20,20,Then Came The Night,71,Then Came The Night,71,6,6
tommy shaw,Tommy Shaw,1984,1988,1984,1985,1984-1988,3,4,2,0,0,0,0,0,0,1,1,Girls With Guns,33,Girls With Guns,33,12,35,Girls With Guns,50,Girls With Guns,50,25,34
tommy torres,Tommy Torres,0,0,2012,2012,2012-2012,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,12 Historias,71,12 Historias,71,1,1
tommy tucker,Tommy Tucker,1964,1964,0,0,1964-1964,1,2,0,0,0,0,0,1,0,1,0,Hi-Heel Sneakers,11,Hi-Heel Sneakers,11,11,13,,0,,0,0,0
tommy tutone,Tommy Tutone,1980,1982,1980,1983,1980-1983,3,2,2,0,0,1,0,1,1,2,1,867-5309/jenny,4,Angel Say No,38,8,35,Tommy Tutone,20,Tommy Tutone,20,43,46
tommy walker,Tommy Walker,0,0,2001,2001,2001-2001,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Never Gonna Stop,153,Never Gonna Stop,153,1,1
tomorrow x together,TOMORROW X TOGETHER,0,0,2019,2025,2019-2025,7,0,13,0,2,0,8,0,8,0,9,,0,,0,0,0,The Name Chapter: TEMPTATION (EP),1,The Dream Chapter: STAR (EP),140,1,78
tompall & the glaser brothers,Tompall & The Glaser Brothers,1969,1969,0,0,1969-1969,1,1,0,0,0,0,0,0,0,0,0,California Girl (And The Tennessee Square),92,California Girl (And The Tennessee Square),92,4,4,,0,,0,0,0
tone & kobe bryant,Tone & Kobe Bryant,1998,1998,0,0,1998-1998,1,1,0,0,0,0,0,0,0,1,0,Hold Me,35,Hold Me,35,12,12,,0,,0,0,0
tone-loc,Tone-Loc,1988,1991,1989,1989,1988-1991,3,3,1,0,1,2,1,2,1,2,1,Wild Thing,2,Wild Thing,2,25,50,Loc-ed After Dark,1,Loc-ed After Dark,1,42,42
tones,Tones And I,2019,2025,2019,2021,2019-2025,3,2,2,0,0,1,0,1,0,1,1,Dance Monkey,4,Dance Monkey,4,36,46,The Kids Are Coming (EP),30,The Kids Are Coming (EP),30,48,50
tonex,Tonex,0,0,2004,2004,2004-2004,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Out The Box,89,Out The Box,89,4,4
toni arden,Toni Arden,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,0,0,Padre,63,Padre,63,4,4,,0,,0,0,0
toni basil,Toni Basil,1982,1984,1982,1982,1982-1984,3,3,1,1,0,1,0,1,0,1,1,Mickey,1,Mickey,1,27,37,Word Of Mouth,22,Word Of Mouth,22,30,30
toni braxton,Toni Braxton,1992,2002,1993,2020,1992-2020,14,12,11,2,1,6,6,7,7,10,8,Un-Break My Heart,1,"Love Shoulda Brought You Home (From ""Boomerang"")",33,20,310,Toni Braxton,1,Toni Braxton,1,96,303
toni childs,Toni Childs,1988,1988,1988,1991,1988-1991,2,1,2,0,0,0,0,0,0,0,0,Don't Walk Away,72,Don't Walk Away,72,7,7,Union,63,Union,63,45,58
toni fisher,Toni Fisher,1962,1962,0,0,1962-1962,1,1,0,0,0,0,0,0,0,1,0,West Of The Wall,37,West Of The Wall,37,11,11,,0,,0,0,0
toni halliday,Toni Halliday,2006,2006,0,0,2006-2006,1,1,0,0,0,0,0,0,0,0,0,A Great Big Sled,54,A Great Big Sled,54,2,2,,0,,0,0,0
toni tennille,Toni Tennille,0,0,1984,1987,1984-1987,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,More Than You Know,142,More Than You Know,142,11,13
tonic,Tonic,0,0,1997,2010,1997-2010,4,0,4,0,0,0,0,0,0,0,1,,0,,0,0,0,Lemon Parade,28,Lemon Parade,28,57,67
tonight alive,Tonight Alive,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,The Other Side,43,The Other Side,43,1,1
tony a,Tony A,0,0,1992,1992,1992-1992,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Skanless,152,Skanless,152,12,12
tony and joe,Tony And Joe,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,1,0,The Freeze,33,The Freeze,33,6,6,,0,,0,0,0
tony banks,Tony Banks,0,0,1979,1979,1979-1979,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,A Curious Feeling,171,A Curious Feeling,171,5,5
tony bellus,Tony Bellus,1959,1959,0,0,1959-1959,1,1,0,0,0,0,0,0,0,1,0,Robbin' The Cradle,25,Robbin' The Cradle,25,26,26,,0,,0,0,0
tony bennett,Tony Bennett,1958,2011,1967,2023,1958-2023,34,23,35,0,2,0,5,4,7,6,12,I Wanna Be Around,14,Firefly,20,13,156,Duets II,1,Tony Makes It Happen!,178,6,385
tony bennett/charlotte church/placido domingo/vanessa williams,Tony Bennett/Charlotte Church/Placido Domingo/Vanessa Williams,0,0,2001,2001,2001-2001,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Our Favorite Things,102,Our Favorite Things,102,6,6
tony bennett/dave brubeck,Tony Bennett/Dave Brubeck,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,"Bennett/Brubeck: The White House Sessions, Live 1962",74,"Bennett/Brubeck: The White House Sessions, Live 1962",74,2,2
tony burrows,Tony Burrows,1970,1970,0,0,1970-1970,1,1,0,0,0,0,0,0,0,0,0,Melanie Makes Me Smile,87,Melanie Makes Me Smile,87,4,4,,0,,0,0,0
tony camillo's bazuka,Tony Camillo's Bazuka,1975,1975,0,0,1975-1975,1,1,0,0,0,1,0,1,0,1,0,Dynomite-Part I,10,Dynomite-Part I,10,20,20,,0,,0,0,0
tony carey,Tony Carey,1983,1984,1983,1984,1983-1984,2,4,2,0,0,0,0,0,0,2,0,A Fine Fine Day,22,West Coast Summer Nights,64,9,42,Some Tough City,60,Tony Carey [I Won't Be Home Tonight],167,9,32
tony clarke,Tony Clarke,1964,1965,0,0,1964-1965,2,2,0,0,0,0,0,0,0,1,0,The Entertainer,31,"(The Story Of) Woman, Love And A Man (Part 1)",88,1,10,,0,,0,0,0
tony cole,Tony Cole,1972,1972,0,0,1972-1972,1,1,0,0,0,0,0,0,0,0,0,Suite: Man And Woman,97,Suite: Man And Woman,97,4,4,,0,,0,0,0
tony dallara,Tony Dallara,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,0,0,Come Prima,60,Come Prima,60,7,7,,0,,0,0,0
tony defranco,Tony DeFranco,1973,1974,0,0,1973-1974,2,2,0,0,0,1,0,2,0,2,0,Heartbeat - It's A Lovebeat,3,Heartbeat - It's A Lovebeat,3,17,30,,0,,0,0,0
tony dize,Tony Dize,2022,2022,2008,2008,2008-2022,2,1,1,0,0,0,0,0,0,1,0,La Corriente,32,La Corriente,32,14,14,La Melodia De La Calle,195,La Melodia De La Calle,195,1,1
tony iommi,Tony Iommi,0,0,1986,2000,1986-2000,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Seventh Star,78,Seventh Star,78,11,12
tony joe white,Tony Joe White,1969,1980,1969,1971,1969-1980,4,4,3,0,0,1,0,1,0,2,0,Polk Salad Annie,8,Polk Salad Annie,8,12,26,Black And White,51,Black And White,51,16,23
tony lucca,Tony Lucca,2012,2012,0,0,2012-2012,1,2,0,0,0,0,0,0,0,0,0,99 Problems,58,99 Problems,58,1,2,,0,,0,0,0
tony macalpine,Tony MacAlpine,0,0,1987,1987,1987-1987,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Maximum Security,146,Maximum Security,146,11,11
tony manshino,Tony Manshino,2001,2001,0,0,2001-2001,1,1,0,0,0,0,0,0,0,0,0,Get Crunked Up,93,Get Crunked Up,93,5,5,,0,,0,0,0
tony mottola,Tony Mottola,0,0,1967,1970,1967-1970,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Tony Mottola's Guitar Factory,189,A Latin Love-In,198,3,6
tony okungbowa,Tony Okungbowa,0,0,2009,2009,2009-2009,1,0,1,0,0,0,0,0,1,0,1,,0,,0,0,0,Total Dance 2009,13,Total Dance 2009,13,6,6
tony orlando,Tony Orlando,1961,1979,1971,1976,1961-1979,9,20,10,2,0,4,0,7,3,13,5,Tie A Yellow Ribbon Round The Ole Oak Tree,1,Bless You,15,12,183,Prime Time,16,Dawn Featuring Tony Orlando,178,2,181
tony sandler and ralph young,Tony Sandler And Ralph Young,0,0,1967,1970,1967-1970,3,0,4,0,0,0,0,0,0,0,0,,0,,0,0,0,Side By Side,85,Side By Side,85,19,28
tony scotti,Tony Scotti,1971,1971,0,0,1971-1971,1,2,0,0,0,0,0,0,0,0,0,Five Hundred Miles,79,Five Hundred Miles,79,9,14,,0,,0,0,0
tony sheridan,Tony Sheridan,1964,1964,0,0,1964-1964,1,2,0,0,0,0,0,0,0,1,0,My Bonnie (My Bonnie Lies Over The Ocean),26,My Bonnie (My Bonnie Lies Over The Ocean),26,6,7,,0,,0,0,0
tony sunshine,Tony Sunshine & Armageddon,2003,2007,0,0,2003-2007,2,2,0,0,0,0,0,0,0,1,0,She's Like The Wind,43,All I Need,86,8,24,,0,,0,0,0
tony terry,Tony Terry,1987,1992,1988,1991,1987-1992,4,4,2,0,0,0,0,1,0,1,0,With You,14,She's Fly,80,9,47,Forever Yours,151,Forever Yours,151,20,26
tony testa,Tony Testa,0,0,2012,2012,2012-2012,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Murda Machine,193,Murda Machine,193,1,1
tony thompson,Tony Thompson,1995,1995,1995,1995,1995-1995,1,1,1,0,0,0,0,0,0,0,0,I Wanna Love Like That,59,I Wanna Love Like That,59,16,16,Sexsational,99,Sexsational,99,5,5
tony toni tone,Tony Toni Tone,1988,1997,1988,1996,1988-1997,7,10,4,0,0,3,0,3,0,9,3,If I Had No Loot,7,Little Walter,47,10,152,Sons Of Soul,24,Who?,69,46,184
tony touch,Tony Touch,0,0,2000,2013,2000-2013,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,The Piece Maker,57,The Piece Maker,57,9,10
tony williams,Tony Williams,1960,1960,1979,1979,1960-1979,2,2,1,0,0,0,0,0,0,1,0,Red Sails In The Sunset,36,Red Sails In The Sunset,36,8,14,Joy Of Flying,113,Joy Of Flying,113,7,7
tony yayo,Tony Yayo,2005,2005,2005,2005,2005-2005,1,1,1,0,0,0,1,0,1,1,1,So Seductive,48,So Seductive,48,15,15,Thoughts Of A Predicate Felon,2,Thoughts Of A Predicate Felon,2,11,11
tony! toni! tone!,Tony! Toni! Tone!,2004,2004,0,0,2004-2004,1,1,0,0,0,1,0,1,0,1,0,Diary,8,Diary,8,28,28,,0,,0,0,0
too $hort,Too $hort,1990,2011,1989,2012,1989-2012,17,7,18,0,0,0,5,1,8,2,11,Bossy,16,The Ghetto,42,14,68,Gettin' It (Album Number Ten),3,Life Is...Too Short,37,78,281
too $hort),Too $hort),0,0,2022,2022,2022-2022,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Snoop Cube 40 $hort,188,Snoop Cube 40 $hort,188,1,1
too short,Too Short,1996,2003,0,0,1996-2003,4,4,0,0,0,0,0,0,0,0,0,Gettin' It,68,Gettin' It,68,10,49,,0,,0,0,0
tool,Tool,2001,2019,1993,2019,1993-2019,6,2,7,0,3,0,4,0,5,0,6,Schism,67,Schism,67,20,21,Lateralus,1,Undertow,19,64,313
toosii,Toosii,2023,2023,2020,2024,2020-2024,4,1,5,0,0,1,0,1,2,1,4,Favorite Song,5,Favorite Song,5,27,27,Poetic Pain,17,Poetic Pain,17,10,30
toots and the maytals,Toots And The Maytals,0,0,1975,2004,1975-2004,3,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Reggae Got Soul,157,Funky Kingston,164,13,22
top authority,Top Authority,0,0,1995,1997,1995-1997,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Rated G,144,Rated G,144,3,5
topic,Topic,2020,2020,0,0,2020-2020,1,1,0,0,0,0,0,0,0,0,0,Breaking Me,53,Breaking Me,53,13,13,,0,,0,0,0
tora tora,Tora Tora,1989,1989,1989,1992,1989-1992,2,1,2,0,0,0,0,0,0,0,1,Walkin' Shoes,86,Walkin' Shoes,86,6,6,Surprise Attack,47,Surprise Attack,47,33,39
torche,Torche,0,0,2012,2015,2012-2015,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Restarter,133,Harmonicraft,171,1,2
tori amos,Tori Amos,1994,1999,1992,2023,1992-2023,18,6,19,0,0,0,8,0,10,1,13,Spark,49,God,72,12,66,Boys For Pele,2,Little Earthquakes,54,39,216
tori kelly,Tori Kelly,2015,2018,2013,2021,2013-2021,6,4,5,0,0,0,1,0,2,0,3,Should've Been Us,51,Should've Been Us,51,10,44,Unbreakable Smile,2,Foreword (EP),16,2,44
toro y moi,Toro y Moi,0,0,2011,2022,2011-2022,6,0,6,0,0,0,0,0,0,0,0,,0,,0,0,0,Anything In Return,60,Underneath The Pine,186,1,7
toronto,Toronto,1982,1982,1980,1982,1980-1982,2,1,2,0,0,0,0,0,0,0,0,Your Daddy Don't Know,77,Your Daddy Don't Know,77,8,8,Get It On Credit,162,Lookin' For Trouble,185,4,14
torrey carter,Torrey Carter,2000,2000,0,0,2000-2000,1,1,0,0,0,0,0,0,0,0,0,Take That,86,Take That,86,7,7,,0,,0,0,0
tortoise,Tortoise,0,0,2001,2009,2001-2009,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Beacons Of Ancestorship,149,Standards,200,1,2
tory lanez,Tory Lanez,2015,2023,2016,2025,2015-2025,9,16,10,0,0,1,7,2,7,8,9,Whats Poppin,2,Say It,23,24,151,Chixtape 5,2,I Told You,4,23,163
total,Total,1995,1999,1996,1998,1995-1999,5,8,2,0,0,2,0,5,0,8,2,What You Want,6,"Can't You See (From ""New Jersey Drive"")",13,20,161,Total,23,Total,23,27,57
total coelo,Total Coelo,1983,1983,0,0,1983-1983,1,1,0,0,0,0,0,0,0,0,0,I Eat Cannibals,66,I Eat Cannibals,66,6,6,,0,,0,0,0
toto,Toto,1978,1988,1978,2018,1978-2018,12,14,10,1,0,4,2,5,2,12,6,Africa,1,Hold The Line,5,21,210,Toto IV,4,Toto,9,48,250
touch,Touch,1980,1981,0,0,1980-1981,2,2,0,0,0,0,0,0,0,0,0,(Call Me) When The Spirit Moves You,65,(Call Me) When The Spirit Moves You,65,5,11,,0,,0,0,0
touche amore,Touche Amore,0,0,2013,2016,2013-2016,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Is Survived By,85,Is Survived By,85,1,2
toussaint mccall,Toussaint McCall,1967,1967,0,0,1967-1967,1,2,0,0,0,0,0,0,0,0,0,Nothing Takes The Place Of You,52,Nothing Takes The Place Of You,52,11,15,,0,,0,0,0
tove lo,Tove Lo,2014,2016,2014,2022,2014-2022,6,6,5,0,0,1,0,3,2,4,2,Habits (Stay High),3,Habits (Stay High),3,39,118,Lady Wood,11,Queen Of The Clouds,14,65,71
tower of power,Tower Of Power,1972,1976,1971,1979,1971-1979,8,8,10,0,0,0,0,1,1,3,4,So Very Hard To Go,17,You're Still A Young Man,29,12,70,Tower of Power,15,East Bay Grease,106,12,170
toy matinee,Toy Matinee,0,0,1991,1991,1991-1991,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Toy Matinee,129,Toy Matinee,129,8,8
toya,Toya,2001,2002,2001,2001,2001-2002,2,2,1,0,0,0,0,1,0,1,0,I Do!!,16,I Do!!,16,39,46,Toya,109,Toya,109,7,7
tq,TQ,1998,1998,1998,1998,1998-1998,1,1,1,0,0,0,0,1,0,1,0,Westside,12,Westside,12,16,16,They Never Saw Me Coming,122,They Never Saw Me Coming,122,10,10
tr,TR,0,0,1969,1975,1969-1975,3,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Hot Wire,146,Missa Luba,184,5,17
tra-knox,Tra-Knox,2002,2002,0,0,2002-2002,1,1,0,0,0,0,0,0,0,0,0,Black Suits Comin' (Nod Ya Head),77,Black Suits Comin' (Nod Ya Head),77,3,3,,0,,0,0,0
trace adkins,Trace Adkins,1996,2019,1996,2017,1996-2019,18,20,16,0,0,0,4,1,6,4,11,You're Gonna Miss This,12,Every Light In The House,78,9,232,Dangerous Man,3,Dreamin' Out Loud,53,56,440
tracey dey,Tracey Dey,1963,1964,0,0,1963-1964,2,3,0,0,0,0,0,0,0,0,0,Gonna' Get Along Without You Now,51,Teenage Cleopatra,75,5,16,,0,,0,0,0
tracey lee,Tracey Lee,1997,1997,1997,1997,1997-1997,1,1,1,0,0,0,0,0,0,0,0,The Theme (It's Party Time),55,The Theme (It's Party Time),55,18,18,Many Facez,111,Many Facez,111,6,6
tracey thorn,Tracey Thorn,0,0,2007,2010,2007-2010,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Love And Its Opposite,144,Out Of The Woods,172,1,2
tracey ullman,Tracey Ullman,1984,1984,1984,1984,1984-1984,1,2,1,0,0,1,0,1,0,1,1,They Don't Know,8,They Don't Know,8,17,21,You Broke My Heart In 17 Places,34,You Broke My Heart In 17 Places,34,20,20
traci braxton,Traci Braxton,0,0,2014,2014,2014-2014,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Crash & Burn,108,Crash & Burn,108,1,1
tracie spencer,Tracie Spencer,1988,2000,1988,1999,1988-2000,7,8,3,0,0,1,0,2,0,5,0,This House,3,Symptoms Of True Love,38,16,101,Make The Difference,107,Tracie Spencer,146,21,39
tracy bonham,Tracy Bonham,0,0,1996,1996,1996-1996,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,The Burdens Of Being Upright,54,The Burdens Of Being Upright,54,25,25
tracy byrd,Tracy Byrd,1994,2003,1993,2006,1993-2006,12,9,11,0,0,0,0,0,0,1,3,Ten Rounds With Jose Cuervo,26,Watermelon Crawl,81,5,92,No Ordinary Man,30,Tracy Byrd,115,6,169
tracy chapman,Tracy Chapman,1988,1996,1988,2015,1988-2015,10,5,9,0,1,2,3,2,3,3,6,Give Me One Reason,3,Fast Car,6,22,81,Tracy Chapman,1,Tracy Chapman,1,64,238
tracy lawrence,Tracy Lawrence,1993,2007,1992,2017,1992-2017,15,5,16,0,0,0,0,0,1,2,6,Lessons Learned,40,Alibis,72,12,77,Strong,17,Sticks & Stones,71,40,297
tracy nelson,Tracy Nelson,0,0,1974,1974,1974-1974,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Tracy Nelson,145,Tracy Nelson,145,5,5
trade martin,Trade Martin,1962,1962,0,0,1962-1962,1,1,0,0,0,0,0,0,0,1,0,That Stranger Used To Be My Girl,28,That Stranger Used To Be My Girl,28,8,8,,0,,0,0,0
trae,Trae,0,0,2006,2007,2006-2007,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Restless,87,Restless,87,2,4
trae tha truth,Trae Tha Truth,0,0,2015,2015,2015-2015,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Tha Truth,166,Tha Truth,166,1,1
traffic,Traffic,1967,1972,1968,1994,1967-1994,10,3,12,0,0,0,4,0,6,0,9,Empty Pages,74,Paper Sun,94,1,11,John Barleycorn Must Die,5,Traffic,17,26,248
"traffic, etc.","Traffic, Etc.",1971,1971,1971,1971,1971-1971,1,1,1,0,0,0,0,0,0,0,1,Gimme Some Lovin'-Pt. 1,68,Gimme Some Lovin'-Pt. 1,68,7,7,Welcome To The Canteen,26,Welcome To The Canteen,26,19,19
"tragedy, capone, infinite","Tragedy, Capone, Infinite",1998,1998,0,0,1998-1998,1,1,0,0,0,0,0,0,0,0,0,'98 Thug Paradise,86,'98 Thug Paradise,86,5,5,,0,,0,0,0
trailer choir,Trailer Choir,0,0,2009,2010,2009-2010,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Tailgate,93,Off The Hillbilly Hook (EP),170,5,6
train,Train,1999,2016,1999,2018,1999-2018,15,14,13,0,0,3,6,6,7,9,8,"Hey, Soul Sister",3,Meet Virginia,20,27,316,California 37,4,Train,76,32,365
trampled by turtles,Trampled By Turtles,0,0,2012,2018,2012-2018,3,0,3,0,0,0,0,0,0,0,2,,0,,0,0,0,Wild Animals,29,Stars And Satellites,32,4,7
trans-siberian orchestra,Trans-Siberian Orchestra,0,0,1996,2016,1996-2016,9,0,9,0,0,0,4,0,4,0,6,,0,,0,0,0,Night Castle,5,Christmas Eve And Other Stories,48,83,269
trans-x,Trans-X,1986,1986,0,0,1986-1986,1,1,0,0,0,0,0,0,0,0,0,Living On Video,61,Living On Video,61,12,12,,0,,0,0,0
transit,Transit,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Young New England,193,Young New England,193,1,1
transplants,Transplants,0,0,2002,2013,2002-2013,3,0,3,0,0,0,0,0,0,0,1,,0,,0,0,0,Haunted Cities,28,Transplants,96,5,12
transvision vamp,Transvision Vamp,1988,1988,1988,1988,1988-1988,1,1,1,0,0,0,0,0,0,0,0,Tell That Girl To Shut Up,87,Tell That Girl To Shut Up,87,3,3,Pop Art,115,Pop Art,115,8,8
trapp,Trapp,1997,1997,1997,1997,1997-1997,1,1,1,0,0,0,0,0,0,0,0,Stop The Gunfight,77,Stop The Gunfight,77,7,7,Stop The Gunfight,123,Stop The Gunfight,123,5,5
trapt,Trapt,2003,2003,2003,2016,2003-2016,6,2,6,0,0,0,0,1,2,1,5,Headstrong,16,Headstrong,16,43,63,Someone In Control,14,Trapt,42,82,104
traveling wilburys,Traveling Wilburys,1988,1989,1988,2007,1988-2007,4,2,3,0,0,0,2,0,3,1,3,Handle With Care,45,Handle With Care,45,14,23,Traveling Wilburys,3,Traveling Wilburys,3,53,88
travi$ scott,Travi$ Scott,2015,2016,0,0,2015-2016,2,4,0,0,0,0,0,0,0,0,0,No Sense,54,No Sense,54,3,9,,0,,0,0,0
travie mccoy,Travie McCoy,2010,2013,2010,2010,2010-2013,3,4,1,0,0,1,0,1,0,3,1,Billionaire,4,Billionaire,4,27,61,Lazarus,25,Lazarus,25,5,5
travis,Travis,0,0,2000,2013,2000-2013,6,0,6,0,0,0,0,0,0,0,2,,0,,0,0,0,The Invisible Band,39,The Man Who,135,10,24
travis & bob,Travis & Bob,1959,1959,0,0,1959-1959,1,1,0,0,0,1,0,1,0,1,0,Tell Him No,8,Tell Him No,8,13,13,,0,,0,0,0
travis barker,Kanye West & Travis Barker,2018,2021,2011,2012,2011-2021,4,2,2,0,0,0,1,0,1,0,2,One Minute,62,One Minute,62,1,7,Give The Drummer Some,9,Give The Drummer Some,9,5,6
travis cottrell,Travis Cottrell,0,0,2010,2011,2010-2011,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Jesus Saves: Live,72,Jesus Saves: Live,72,1,2
travis denning,Travis Denning,2020,2020,2020,2020,2020-2020,1,1,1,0,0,0,0,0,0,1,0,After A Few,31,After A Few,31,15,15,Beer's Better Cold (EP),170,Beer's Better Cold (EP),170,1,1
travis greene,Travis Greene,0,0,2015,2019,2015-2019,3,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Crossover: Live From Music City,61,The Hill,92,1,3
